,TN,TX,TAVG,RH_AVG,SS,FF_X,FF_AVG,RR,DDD_X_sin,DDD_X_cos,month_sin,month_cos
2042-09-30,24.103865,32.299324,27.058786,86.16685,3.8032858,1.5800213,1.1622055,337.26755,-0.21288185,0.5858475,-0.053881645,1.1970863
2042-10-31,24.02514,31.471561,26.667711,87.840935,3.473635,1.9294496,1.4238138,301.46027,-0.3849165,0.8380822,0.51202595,1.1208041
2042-11-30,24.043213,31.723896,26.73781,87.66319,3.6551948,1.9129148,1.4158885,280.2668,-0.31476992,0.88968915,0.9484621,0.74478984
2042-12-31,24.238008,32.377464,27.117756,86.75639,4.0850444,1.5192497,1.1134481,296.58652,-0.21595383,0.6566268,1.1768684,0.12181914
2043-01-31,24.636677,33.04614,27.659529,86.58097,4.6382117,1.1846609,0.84983206,276.44183,0.11238694,0.24458787,1.117763,-0.51881707
2043-02-28,24.845192,33.25008,28.017174,86.31893,5.0558043,1.1728904,0.81568766,212.87303,0.51385504,-0.18162848,0.72516155,-1.0066
2043-03-31,24.599367,33.05898,27.896051,85.06014,5.2542295,1.3657621,0.9388827,153.10701,0.7112747,-0.44568464,0.19308639,-1.1556311
2043-04-30,24.186182,32.97747,27.61824,82.88274,5.3745236,1.610562,1.1368167,108.09859,0.7782794,-0.52593416,-0.34809113,-0.9638261
2043-05-31,23.900389,33.301537,27.538683,80.389465,5.525988,1.8347815,1.3391899,78.53214,0.84170544,-0.4672355,-0.8097269,-0.54869294
2043-06-30,23.872917,33.87247,27.70612,78.635864,5.4908404,1.9032291,1.419268,82.657974,0.870378,-0.32865894,-1.0612277,-0.029307783
2043-07-31,24.022362,34.02522,27.813463,79.476105,4.9645553,1.650727,1.2299939,167.30923,0.6594967,-0.115275234,-0.9330324,0.5380095
2043-08-31,24.130205,33.33487,27.52898,83.44768,4.2837367,1.3910122,1.0283116,297.77423,0.1867628,0.2501941,-0.50118405,1.0178094
2043-09-30,24.090927,32.08834,26.966854,86.575134,3.7104871,1.647603,1.2116073,334.9565,-0.2725114,0.63936824,0.043097496,1.204241
2043-10-31,24.018124,31.450373,26.646572,87.93642,3.4763532,1.9598157,1.4478694,294.5527,-0.37876436,0.86513454,0.598351,1.0812712
2043-11-30,24.060762,31.821411,26.786287,87.5042,3.7124789,1.8635294,1.3782403,282.0287,-0.303878,0.868456,1.0014598,0.6505666
2043-12-31,24.294895,32.498207,27.200123,86.68124,4.1755304,1.4468842,1.0573297,297.61343,-0.18051109,0.59739584,1.1929197,0.011178732
2044-01-31,24.700176,33.123432,27.747568,86.578835,4.7236843,1.1595395,0.8281567,267.2356,0.18573546,0.16767287,1.0705981,-0.61684704
2044-02-29,24.831923,33.230907,28.027208,86.187325,5.1018105,1.1967814,0.82829916,201.94205,0.5626035,-0.23945893,0.64098895,-1.0580506
2044-03-31,24.531801,33.02596,27.847713,84.7487,5.2743297,1.4052055,0.96845514,144.54807,0.7266291,-0.47093946,0.10116613,-1.1444721
2044-04-30,24.123428,33.000126,27.585072,82.4646,5.399036,1.6518606,1.172776,101.919464,0.7878393,-0.5247006,-0.43416113,-0.9069843
2044-05-31,23.876728,33.39349,27.553976,80.00713,5.5432425,1.862624,1.3659743,75.8952,0.8524683,-0.44764316,-0.8707932,-0.4654578
2044-06-30,23.89132,33.94827,27.739761,78.52735,5.440315,1.8850751,1.4080161,89.826744,0.85855925,-0.30076888,-1.0710081,0.061686873
2044-07-31,24.048029,33.965115,27.79611,80.01561,4.840243,1.5859159,1.1794816,190.27602,0.5909381,-0.06467458,-0.8708394,0.63277686
2044-08-31,24.132654,33.15103,27.443726,84.09089,4.188084,1.3990158,1.0331513,312.64206,0.10105459,0.32176366,-0.41892594,1.0726383
2044-09-30,24.076593,31.899334,26.883453,86.933655,3.6291568,1.7155411,1.2617515,330.2023,-0.31940585,0.68743587,0.14001942,1.2025485
2044-10-31,24.01488,31.46091,26.639742,87.976715,3.4930668,1.9778242,1.462693,288.65942,-0.3677499,0.8860597,0.67990243,1.0328755
2044-11-30,24.083317,31.924994,26.841637,87.33245,3.775592,1.804131,1.332764,284.8028,-0.29295367,0.83898026,1.0484223,0.55041003
2044-12-31,24.358145,32.61929,27.287483,86.63301,4.2689395,1.3788736,1.0043164,297.07642,-0.13653688,0.5335894,1.1998477,-0.09891188
